main0
54437.6,78.5744,0.159118,0.000314292,5.83167e-07,1.10622e-09,2.16479e-12,4.25089e-15,8.07348e-18,1.53662e-20,2.97385e-23,5.79548e-26,1.15645e-28,2.22502e-31,4.21028e-34,8.22973e-37,1.67388e-39,3.33672e-42,6.4616e-45,1.27255e-47,2.53146e-50,
2.61115e+10,2.99146,0.0841654,0.00231653,6.66359e-05,1.82662e-06,5.14431e-08,1.42132e-09,4.04291e-11,1.12732e-12,3.15073e-14,8.7918e-16,2.40899e-17,6.65941e-19,1.88187e-20,5.09341e-22,1.40199e-23,3.88802e-25,1.06457e-26,3.02687e-28,8.35771e-30,
85162.3,27430.8,21970.6,18748.4,16756.1,14996.1,14002.5,12923.9,12142.6,11311.4,10693.8,10116.1,9423.35,8879.21,8225.9,7697.21,7260.76,6905.8,6542.08,6217.79,5907.03,
81.0539,25.0491,9.23084,3.49091,1.28964,0.480846,0.177879,0.0652189,0.0240198,0.00914491,0.00340778,0.00125524,0.000472911,0.000173479,6.41881e-05,2.39339e-05,8.81432e-06,3.34489e-06,1.25704e-06,4.61775e-07,1.74748e-07,
1.65349e+08,10750.1,292.364,66.8398,30.313,26.803,26.1323,25.8003,25.5646,25.3584,25.2016,25.064,24.9376,24.8058,24.6941,24.5846,24.479,24.3812,24.2837,24.1883,24.0934,
55900.2,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85.2306,0.154704,0.0598108,0.0369072,0.0293343,0.0221281,0.0173726,0.0146279,0.0128766,0.01158,0.0102527,0.00975576,0.00876073,0.00798231,0.00739379,0.00689687,0.00654331,0.00590227,0.00548628,0.00527545,0.00523258,
-2922.41,-6633.73,-7764.6,-8555.95,-9359.04,-10430.4,-11925.9,-12551.7,-12569.4,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,-12569.5,
398.043,151.721,123.574,107.271,98.0717,92.2053,88.8367,85.1488,81.7653,78.6324,75.1826,72.4987,69.1841,67.6621,65.7735,64.5626,62.1487,61.0755,59.7212,58.8718,57.8635,
20.3251,3.87248,0.132035,0.00435309,0.00019167,8.49228e-06,3.8214e-07,1.69503e-08,7.37433e-10,3.20326e-11,1.42842e-12,6.42508e-14,7.62057e-15,5.77316e-15,4.70735e-15,4.28102e-15,4.20997e-15,4.06786e-15,4.06786e-15,3.9968e-15,3.9968e-15,
498.711,1.74304,0.418697,0.00239796,4.39986e-06,8.70579e-09,1.67891e-11,3.37641e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.56146e+08,18.1049,8.17815,5.94872,4.36618,3.21053,2.35532,1.38063,0.560499,0.144367,0.0184397,0.000108047,2.62299e-07,5.78808e-10,1.28096e-12,1.53511e-15,3.19687e-18,6.84074e-21,1.37919e-23,1.9837e-26,5.58533e-29,
7.52013e+08,33.805,0.167175,0.000296429,5.66951e-07,1.10173e-09,2.23127e-12,4.34745e-15,8.63185e-18,1.73714e-20,3.42952e-23,6.29281e-26,1.17505e-28,2.40591e-31,1.34978e-32,1.34978e-32,1.34978e-32,1.34978e-32,1.34978e-32,1.34978e-32,1.34978e-32,

main1
52600.7,0.0219931,1.12416e-08,5.25423e-15,2.32589e-21,1.08701e-27,7.37371e-34,3.60251e-40,2.23394e-46,1.14499e-52,6.64912e-59,4.78311e-65,3.98946e-71,1.88178e-77,8.97284e-84,3.99261e-90,1.38844e-96,7.06177e-103,3.58782e-109,1.54403e-115,6.01111e-122,
8.93942e+09,0.0237191,5.20466e-06,1.09359e-09,2.26234e-13,5.07341e-17,1.14233e-20,2.27713e-24,5.5274e-28,1.2192e-31,2.48276e-35,5.35626e-39,1.10252e-42,2.36946e-46,5.15685e-50,1.08788e-53,2.2879e-57,4.81839e-61,1.02187e-64,2.29981e-68,4.88581e-72,
82453,5540.02,1643.15,591.531,251.273,124.303,52.1838,23.8902,11.3632,6.90199,4.21524,1.86644,1.29637,0.507476,0.270571,0.145465,0.109822,0.100428,0.0812044,0.00635281,0.00231651,
81.0666,16.7531,15.7658,15.7046,15.6969,15.6958,15.6957,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,15.6956,
1.63109e+08,128.373,65.016,52.2484,46.2795,39.9609,34.4878,32.744,31.6732,30.5827,29.7234,28.7999,26.9784,26.4855,25.4701,24.6199,23.5564,22.7205,21.555,20.5623,19.5022,
52756.2,0.38,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,
