main21
3.17153e+08,19.6342,6.20803,3.17919,1.44162,0.203164,0.00812213,7.38745e-05,5.22738e-07,5.03615e-09,6.38128e-11,5.30812e-13,7.53605e-15,8.1816e-17,1.06868e-18,1.37336e-20,1.34914e-22,1.36716e-24,1.4699e-26,1.79533e-28,2.12348e-30,

